run_id,row_id,original_path,current_path,recorded_utc,date_label,date_source,pipeline,accepted_geometry,derivative_optimizer,arm_or_policy,mlp_role_policy,scene_target,initialization,solver,oracle,acquisition,noise_materials,catalog_status,execution_outcome,recovery_outcome,representation_outcome,stop_reason,training_relative_l2,holdout_relative_l2,field_metric_scope,geometry_error_m,geometry_error_kind,takeaway,implication_for_strict_mlp_method_b,source_metadata,source_revision,recorded_command,rerun_disposition
solver_comparisons/legacy/qbx-closeout-20260901/square,solver_comparisons/legacy/qbx-closeout-20260901/square::gpr_bem_ref,results/solver_comparisons/legacy/qbx-closeout-20260901/square,results/legacy/solver_experiments/qbx-closeout-20260901/square,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_ref,none,square,not_applicable (forward comparison),gpr_bem_ref,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache. The separate square pytest also gates gpr_bem_mod by self-convergence.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/square/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/square,solver_comparisons/legacy/qbx-closeout-20260901/square::gprmax,results/solver_comparisons/legacy/qbx-closeout-20260901/square,results/legacy/solver_experiments/qbx-closeout-20260901/square,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,square,not_applicable (forward comparison),gprmax,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache. The separate square pytest also gates gpr_bem_mod by self-convergence.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/square/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/square,solver_comparisons/legacy/qbx-closeout-20260901/square::qbx_fourier8,results/solver_comparisons/legacy/qbx-closeout-20260901/square,results/legacy/solver_experiments/qbx-closeout-20260901/square,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_fourier8,none,square,not_applicable (forward comparison),qbx_fourier8,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache. The separate square pytest also gates gpr_bem_mod by self-convergence.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/square/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/square,solver_comparisons/legacy/qbx-closeout-20260901/square::qbx_sdfraw8,results/solver_comparisons/legacy/qbx-closeout-20260901/square,results/legacy/solver_experiments/qbx-closeout-20260901/square,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_sdfraw8,none,square,not_applicable (forward comparison),qbx_sdfraw8,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache. The separate square pytest also gates gpr_bem_mod by self-convergence.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/square/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::gpr_bem_kdiff,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_kdiff,none,star,not_applicable (forward comparison),gpr_bem_kdiff,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::gpr_bem_mod,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_mod,none,star,not_applicable (forward comparison),gpr_bem_mod,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::gpr_bem_qbx,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_qbx,none,star,not_applicable (forward comparison),gpr_bem_qbx,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::gpr_bem_ref,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_ref,none,star,not_applicable (forward comparison),gpr_bem_ref,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::gprmax,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,star,not_applicable (forward comparison),gprmax,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::qbx_fourier8,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_fourier8,none,star,not_applicable (forward comparison),qbx_fourier8,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/star,solver_comparisons/legacy/qbx-closeout-20260901/star::qbx_sdfraw8,results/solver_comparisons/legacy/qbx-closeout-20260901/star,results/legacy/solver_experiments/qbx-closeout-20260901/star,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_sdfraw8,none,star,not_applicable (forward comparison),qbx_sdfraw8,"Baseline: standalone Nystrom reference, N=512, on the smooth star. BEM rows use the full 24-pair ring against Nystrom; the gprMax row, when present, uses only the cached index-0 FDTD pair against Nystrom. gprMax lookup prefers harmonic single-frequency caches, then scaled Ricker caches, then the legacy fixed-sweep cache.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/star/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::gpr_bem_kdiff,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_kdiff,none,two_circle,not_applicable (forward comparison),gpr_bem_kdiff,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::gpr_bem_mod,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_mod,none,two_circle,not_applicable (forward comparison),gpr_bem_mod,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::gpr_bem_qbx,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_qbx,none,two_circle,not_applicable (forward comparison),gpr_bem_qbx,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::gpr_bem_ref,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gpr_bem_ref,none,two_circle,not_applicable (forward comparison),gpr_bem_ref,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::gprmax,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),gprmax,none,two_circle,not_applicable (forward comparison),gprmax,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::qbx_fourier8,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_fourier8,none,two_circle,not_applicable (forward comparison),qbx_fourier8,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
solver_comparisons/legacy/qbx-closeout-20260901/two_circle,solver_comparisons/legacy/qbx-closeout-20260901/two_circle::qbx_sdfraw8,results/solver_comparisons/legacy/qbx-closeout-20260901/two_circle,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle,,2026-09-01,inferred from original bundle label; UTC run timestamp not recorded,forward_solver_aggregate,per-solver implicit band / Method-B Kress / cached independent reference; see scene metadata,not_applicable (no inverse),qbx_sdfraw8,none,two_circle,not_applicable (forward comparison),qbx_sdfraw8,"Baseline: cached gprMax FDTD result for the index-0 ring pair only; that cache was available in this run. Table err columns are relative errors against gprMax when the cache exists, otherwise n/a. The separate two-circle pytest also gates gpr_bem_mod by self-convergence because nystrom_ref is single-component only; metrics.json additionally keeps full-ring deltas to gpr_bem_mod as a consistency diagnostic.","frequencies Hz=[500000000.0,1500000000.0,2500000000.0,4000000000.0,6000000000.0,8000000000.0]; scene scan metadata; gprMax may have pair 0 only",{},historical,saved_forward_metrics,not_applicable,not_applicable,,,,per-frequency reported relative_error; see numeric artifact,,,Per-frequency errors retained; do not equate small solve residual with accurate scattered field. Historical QBX/offset control.,Use supported same-SDF Method-B forward controls; corners/two components and QBX have separate scope.,results/legacy/solver_experiments/qbx-closeout-20260901/two_circle/metrics.json,,,preserve forward snapshot; rerun only changed backend/scene checks
smooth_distance_supervision/task-b-circle-star-refined-20260905,smooth_distance_supervision/task-b-circle-star-refined-20260905::circle::legacy_polygon,results/smooth_distance_supervision/task-b-circle-star-refined-20260905,results/representation/smooth_distance_supervision/task-b-circle-star-refined-20260905,,2026-09-05,inferred from original bundle label; UTC run timestamp not recorded,frozen_curve_mlp_distance_supervision,frozen exact circle/star reference; fitted MLP extracted through Method B for audit,neural training against distance/Eikonal targets; no data inverse,circle::legacy_polygon,legacy_polygon,circle; frozen 65 mm circle or five-lobe star amplitude 0.2 rotation 0.15,same seeded two-layer width 32 MLP and 32-node training polygon; 600 steps,KRESS (audit only),circle Mie check; refined exact-curve Kress star (same solver family),6 paired Tx/Rx; 0.6/0.9 GHz; complex source 1+0.2i,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,supporting,trained,not_applicable,failed_redistance_stopping_gate,maximum_steps,,,frozen extracted MLP curve vs canonical scattered-field response; not holdout inverse error,0.00023338768051746803,refined symmetric set drift from canonical curve,600-step fit: independent distance RMS 0.0001929 m; finest extracted field error 0.01568; strict redistance gate failed.,Use continuous-distance labels and independently refined Method-B extraction audits; smooth labels alone do not make star SDF delivery pass.,results/representation/smooth_distance_supervision/task-b-circle-star-refined-20260905/summary.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_smooth_distance_supervision_comparison.py --output-dir results/smooth_distance_supervision/task-b-circle-star-refined-20260905 --steps 600,preserve refined control; new strict fits should audit labeling and extraction separately
smooth_distance_supervision/task-b-circle-star-refined-20260905,smooth_distance_supervision/task-b-circle-star-refined-20260905::circle::smooth_curve,results/smooth_distance_supervision/task-b-circle-star-refined-20260905,results/representation/smooth_distance_supervision/task-b-circle-star-refined-20260905,,2026-09-05,inferred from original bundle label; UTC run timestamp not recorded,frozen_curve_mlp_distance_supervision,frozen exact circle/star reference; fitted MLP extracted through Method B for audit,neural training against distance/Eikonal targets; no data inverse,circle::smooth_curve,smooth_curve,circle; frozen 65 mm circle or five-lobe star amplitude 0.2 rotation 0.15,same seeded two-layer width 32 MLP and 32-node training polygon; 600 steps,KRESS (audit only),circle Mie check; refined exact-curve Kress star (same solver family),6 paired Tx/Rx; 0.6/0.9 GHz; complex source 1+0.2i,no added noise; epsr exterior/interior 6/3; lossless nonmagnetic TMz,supporting,trained,not_applicable,failed_redistance_stopping_gate,maximum_steps,,,frozen extracted MLP curve vs canonical scattered-field response; not holdout inverse error,3.847436496490049e-05,refined symmetric set drift from canonical curve,600-step fit: independent distance RMS 0.0001044 m; finest extracted field error 0.0001417; strict redistance gate failed.,Use continuous-distance labels and independently refined Method-B extraction audits; smooth labels alone do not make star SDF delivery pass.,results/representation/smooth_distance_supervision/task-b-circle-star-refined-20260905/summary.json,41420c2875d49f9ab8774f572c94b989d56fc309; inspect recorded dirty state/source hashes for exact measured code,/home/drdeng/miniconda3/envs/EMNerf/bin/python run_smooth_distance_supervision_comparison.py --output-dir results/smooth_distance_supervision/task-b-circle-star-refined-20260905 --steps 600,preserve refined control; new strict fits should audit labeling and extraction separately
